Description,Product Type,Family Product
"BLANK CL FF OL 0,75 NBR 6658",BKFF,BLANK
"BLANK CL FF OL 0,90 NBR 6658",BKFF,BLANK
"BLANK CL FF OL 1,20 NBR 6658",BKFF,BLANK
"BLANK CL FF OL 1,50 NBR 6658",BKFF,BLANK
"BLANK CL FF OL 1,90 NBR 6658",BKFF,BLANK
"BLANK CL FQ 1,50 NBR 6658",BKFQ,BLANK
"BLANK CL FQ 2,00 NBR 6658",BKFQ,BLANK
"BLANK CL FQ 2,25 NBR 6658",BKFQ,BLANK
"BLANK CL FQ 2,65 NBR 6658",BKFQ,BLANK
"BLANK CL FQ 3,00 NBR 6658",BKFQ,BLANK
"BLANK CL FQ 3,35 NBR 6658",BKFQ,BLANK
"BLANK CL FQ 3,75 NBR 6658",BKFQ,BLANK
"BLANK CL FQ 4,25 NBR 6658",BKFQ,BLANK
"BLANK CL FQ 4,75 NBR 6658",BKFQ,BLANK
"BLANK CL GR LTQ 6,30 NBR 8300",BKGRLTQ,BLANK
"BLANK CL GR LTQ 8,00 NBR 8300",BKGRLTQ,BLANK
"BLANK CL GR LTQ 9,50 NBR 8300",BKGRLTQ,BLANK
"BLANK CORTE LASER FQ 2,00 NBR 6658",LASER,CORTE TÉRMICO
"BLANK CORTE LASER GR LTQ 8,00 NBR 8300",LASER,CORTE TÉRMICO
"BLANK GA FF 0,45 NBR6658 OL",BKFF,BLANK
"BLANK GA FF 0,60 NBR6658 OL",BKFF,BLANK
"BLANK GA FF 0,75 NBR5915 EEP OL",BKFF,BLANK
"BLANK GA FF 0,75 NBR5915 EP OL",BKFF,BLANK
"BLANK GA FF 0,75 NBR6658 OL",BKFF,BLANK
"BLANK GA FF 0,90 NBR5915 EEP OL",BKFF,BLANK
"BLANK GA FF 0,90 NBR5915 EM OL",BKFF,BLANK
"BLANK GA FF 0,90 NBR6658 OL",BKFF,BLANK
"BLANK GA FF 1,06 NBR5915 EEP OL",BKFF,BLANK
"BLANK GA FF 1,06 NBR6658 OL",BKFF,BLANK
"BLANK GA FF 1,20 NBR5915 EEP OL",BKFF,BLANK
"BLANK GA FF 1,20 NBR5915 EM OL",BKFF,BLANK
"BLANK GA FF 1,20 NBR5915 EP OL",BKFF,BLANK
"BLANK GA FF 1,20 NBR6658 OL",BKFF,BLANK
"BLANK GA FF 1,50 NBR5915 EEP OL",BKFF,BLANK
"BLANK GA FF 1,50 NBR5915 EM OL",BKFF,BLANK
"BLANK GA FF 1,50 NBR5915 EP OL",BKFF,BLANK
"BLANK GA FF 1,50 NBR6658 OL",BKFF,BLANK
"BLANK GA FF 1,90 NBR5915 EM OL",BKFF,BLANK
"BLANK GA FF 1,90 NBR5915 EP OL",BKFF,BLANK
"BLANK GA FF 1,90 NBR6658 OL",BKFF,BLANK
"BLANK GA FQ DEC OL 2,00 NBR5906 EM",BKDECOL,BLANK
"BLANK GA FQ DEC OL 2,00 NBR6658",BKDECOL,BLANK
"BLANK GA FQ DEC OL 2,25 NBR6658",BKDECOL,BLANK
"BLANK GA FQ DEC OL 2,65 NBR6658",BKDECOL,BLANK
"BLANK GA FQ DEC OL 3,00 NBR5906 EM",BKDECOL,BLANK
"BLANK GA FQ DEC OL 3,00 NBR6658",BKDECOL,BLANK
"BLANK GA FQ DEC OL 3,00 NBR6658",BKDECOL,BLANK
"BLANK GA ZC 0,35 NBR7008 ZC",BKZC,BLANK
"BLANK GA ZC 0,43 NBR7008 ZC CR NO REV B",BKZC,BLANK
"BLANK GA ZC 0,50 NBR7008 ZC",BKZC,BLANK
"BLANK GA ZC 0,65 NBR7008 ZC",BKZC,BLANK
"BLANK GA ZC 0,80 NBR7008 ZC",BKZC,BLANK
"BLANK GA ZC 0,80 NBR7008 ZC EXTRAG GI RV B",BKZC,BLANK
"BLANK GA ZC 0,95 NBR7008 ZC",BKZC,BLANK
"BLANK GA ZC 1,25 NBR7008 ZC",BKZC,BLANK
"BLANK GA ZC 1,55 NBR7008 ZC",BKZC,BLANK
"BLANK GA ZC 1,95 NBR7008 ZC",BKZC,BLANK
"BLANK GM FF 1,90 NBR6658 OL",BKFF,BLANK
"BLANK GM GR LTQ 6,30 NBR8300",BKGRLTQ,BLANK
"BLANK GM GR LTQ 8,00 NBR8300",BKGRLTQ,BLANK
"BLANK OX GR LCG RETANGULAR 25,00 ASTM A 36",OXICORTE,CORTE TÉRMICO
"BLANK OX GR LCG RETANGULAR 31,50 ASTM A 36",OXICORTE,CORTE TÉRMICO
"BLANK OX GR LCG RETANGULAR 44,50 ASTM A 36",OXICORTE,CORTE TÉRMICO
"BOB ACO SILICIO 0,64 GNO C4",BOBINA SILICIO,BOBINA
"BOB ACO SILICIO 0,64 GNO C4",BOBINA SILICIO,BOBINA
"BOB AL/ZN  0,43 ASTM A792 CN C/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN  0,43 ASTM A792 CN S/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN  0,47 ASTM A792 CN C/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN  0,47 ASTM A792 CN S/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN  0,50 ASTM A792 CN C/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN  0,50 ASTM A792 CN C/TQ  ACAB",BOBINA GALVALUME,BOBINA
"BOB AL/ZN  0,50 ASTM A792 CN S/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN  0,50 SEGUNDA QUALIDADE",BOBINA GALVALUME,BOBINA
"BOB AL/ZN  0,50 SEGUNDA QUALIDADE  ACAB",BOBINA GALVALUME,BOBINA
"BOB AL/ZN  0,65 ASTM A792 CN S/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN < 3,00 SEGUNDA QUALIDADE MD",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,43 ASTM A792 CN C/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,43 ASTM A792 CN S/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,43 ASTM A792 CN S/TQ ACA",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,50 ASTM A792 CN C/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,50 ASTM A792 CN C/TQ ACA",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,65 ASTM A792 CN C/TQ ACAB",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,65 ASTM A792 CN S/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,75 ASTM A792 AZ150 S/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,95 ASTM A792 CN C/TQ",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 0,95 ASTM A792 CN C/TQ ACAB",BOBINA GALVALUME,BOBINA
"BOB AL/ZN 1,55 ASTM A792 AZ150 C/TQ",BOBINA GALVALUME,BOBINA
"BOB FF > 1,00 < 3,00 SEGUNDA QUALIDADE",BOBINA FF,BOBINA
"BOB FF >= 0,50 <= 1,00 SEGUNDA QUALIDA",BOBINA FF,BOBINA
"BOB FF 0,35 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 0,35 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,38 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 0,40 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 0,40 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,40 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 0,45 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 0,45 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,45 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 0,45 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,45 SAE1008 OL",BOBINA FF,BOBINA
"BOB FF 0,45 SAE1008 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,50 SAE1006 FULL HARD",BOBINA FF,BOBINA
"BOB FF 0,50 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 0,60 COS CORE550 OL",BOBINA FF,BOBINA
"BOB FF 0,60 NBR5915 EEP OL",BOBINA FF,BOBINA
"BOB FF 0,60 NBR5915 EEP OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,60 NBR6651 EEV OL",BOBINA FF,BOBINA
"BOB FF 0,60 NBR6651 EEV OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,60 NBR6651 QCV OL",BOBINA FF,BOBINA
"BOB FF 0,60 NBR6651 QCV OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,60 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 0,60 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,60 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 0,60 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,60 SAE1008 OL",BOBINA FF,BOBINA
"BOB FF 0,60 SAE1008 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,70 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 0,70 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,70 SAE1008 OL",BOBINA FF,BOBINA
"BOB FF 0,70 SAE1008 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,75 NBR5915 EEP OL",BOBINA FF,BOBINA
"BOB FF 0,75 NBR5915 EEP OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,75 NBR5915 EP OL",BOBINA FF,BOBINA
"BOB FF 0,75 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 0,75 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,75 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 0,75 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,75 SAE1008 OL",BOBINA FF,BOBINA
"BOB FF 0,75 SAE1008 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,80 SAE1008 OL",BOBINA FF,BOBINA
"BOB FF 0,80 SAE1008 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,85 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 0,85 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,90 NBR5915 EEP OL",BOBINA FF,BOBINA
"BOB FF 0,90 NBR5915 EEP OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,90 NBR5915 EEP PC OL",BOBINA FF,BOBINA
"BOB FF 0,90 NBR5915 EEP PC OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,90 NBR5915 EM OL",BOBINA FF,BOBINA
"BOB FF 0,90 NBR6651 EEV OL",BOBINA FF,BOBINA
"BOB FF 0,90 NBR6651 EEV OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,90 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 0,90 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,90 SAE1006 FULL HARD",BOBINA FF,BOBINA
"BOB FF 0,90 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 0,90 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,90 SAE1008 OL",BOBINA FF,BOBINA
"BOB FF 0,90 SAE1008 OL ACAB",BOBINA FF,BOBINA
"BOB FF 0,90 SAE1010 OL",BOBINA FF,BOBINA
"BOB FF 0,90 SAE1010 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,00 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 1,06 NBR5915 EEP OL",BOBINA FF,BOBINA
"BOB FF 1,06 NBR5915 EEP OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,06 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 1,06 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,06 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 1,06 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,20 NBR5915 EEP OL",BOBINA FF,BOBINA
"BOB FF 1,20 NBR5915 EEP OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,20 NBR5915 EP OL",BOBINA FF,BOBINA
"BOB FF 1,20 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 1,20 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,20 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 1,20 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,20 SAE1008 OL",BOBINA FF,BOBINA
"BOB FF 1,20 SAE1008 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,20 SAE1010 OL",BOBINA FF,BOBINA
"BOB FF 1,20 SAE1010 OL",BOBINA FF,BOBINA
"BOB FF 1,20 SAE1010 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,35 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 1,50 ASTM A 1008 CS B OL",BOBINA FF,BOBINA
"BOB FF 1,50 NBR5915 EEP OL",BOBINA FF,BOBINA
"BOB FF 1,50 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 1,50 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,50 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 1,50 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,50 SAE1008 OL",BOBINA FF,BOBINA
"BOB FF 1,50 SAE1008 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,50 SAE1010 OL",BOBINA FF,BOBINA
"BOB FF 1,50 SAE15B36 MD OL",BOBINA FF,BOBINA
"BOB FF 1,70 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 1,75 EMS-EM-1508 EP",BOBINA FF,BOBINA
"BOB FF 1,90 ASTM A 1008 CS B OL",BOBINA FF,BOBINA
"BOB FF 1,90 NBR5915 EEP OL",BOBINA FF,BOBINA
"BOB FF 1,90 NBR5915 EEP OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,90 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 1,90 NBR6658 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,90 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 1,90 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 1,90 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,90 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,90 SAE1008 OL",BOBINA FF,BOBINA
"BOB FF 1,90 SAE1008 OL ACAB",BOBINA FF,BOBINA
"BOB FF 1,90 SAE1010 OL",BOBINA FF,BOBINA
"BOB FF 2,00 EMS-EM-1508 EP",BOBINA FF,BOBINA
"BOB FF 2,25 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 2,25 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF 2,25 SAE1006 OL ACAB",BOBINA FF,BOBINA
"BOB FF 2,50 EMS-EM-1508 EEP",BOBINA FF,BOBINA
"BOB FF 2,65 NBR5915 EEP OL",BOBINA FF,BOBINA
"BOB FF 2,65 NBR5915 EEP OL ACAB",BOBINA FF,BOBINA
"BOB FF 2,65 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF 2,65 SAE1006 OL",BOBINA FF,BOBINA
"BOB FF O,55 NBR6658 OL",BOBINA FF,BOBINA
"BOB FF O,55 NBR6658 OL ACAB",BOBINA FF,BOBINA
BOB FF OL,BOBINA FF,BOBINA
BOB FQ,BOBINA FQ,BOBINA
"BOB FQ 1,50 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 1,80 NBR6658",BOBINA FQ,BOBINA
"BOB FQ 1,80 NBR6658  ACAB",BOBINA FQ,BOBINA
"BOB FQ 1,80 SAE1008",BOBINA FQ,BOBINA
"BOB FQ 1,80 SAE1008 LA",BOBINA FQ,BOBINA
"BOB FQ 1,80 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 1,80 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 1,80 SAE1010 ACAB",BOBINA FQ,BOBINA
"BOB FQ 1,80 SAE1010 LA",BOBINA FQ,BOBINA
"BOB FQ 2,00 ACE P 045L",BOBINA FQ,BOBINA
"BOB FQ 2,00 ACE P 050M",BOBINA FQ,BOBINA
"BOB FQ 2,00 ACE P 570L",BOBINA FQ,BOBINA
"BOB FQ 2,00 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 2,00 COS-AR COR400 E",BOBINA FQ,BOBINA
"BOB FQ 2,00 CSN ARQ CIVIL 300 ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,00 CSN COR 420",BOBINA FQ,BOBINA
"BOB FQ 2,00 CST CIVIL 300",BOBINA FQ,BOBINA
"BOB FQ 2,00 CST COR 400",BOBINA FQ,BOBINA
"BOB FQ 2,00 NBR6658",BOBINA FQ,BOBINA
"BOB FQ 2,00 NBR6658  ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,00 SAE1008",BOBINA FQ,BOBINA
"BOB FQ 2,00 SAE1008 LA",BOBINA FQ,BOBINA
"BOB FQ 2,00 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 2,00 SAE1010 ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,00 SAE1012",BOBINA FQ,BOBINA
"BOB FQ 2,00 SAE1045",BOBINA FQ,BOBINA
"BOB FQ 2,00 SAE1050",BOBINA FQ,BOBINA
"BOB FQ 2,25 ACE P 045L",BOBINA FQ,BOBINA
"BOB FQ 2,25 ACE P 050M",BOBINA FQ,BOBINA
"BOB FQ 2,25 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 2,25 COS-AR-COR400",BOBINA FQ,BOBINA
"BOB FQ 2,25 COS-AR-COR400 ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,25 NBR6658",BOBINA FQ,BOBINA
"BOB FQ 2,25 NBR6658  ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,25 SAE1008",BOBINA FQ,BOBINA
"BOB FQ 2,25 SAE1008  ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,25 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 2,25 SAE1010  ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,50 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 2,50 SAE1010  ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,65 ACE P 045L",BOBINA FQ,BOBINA
"BOB FQ 2,65 ACE P 050M",BOBINA FQ,BOBINA
"BOB FQ 2,65 ACE P 570L",BOBINA FQ,BOBINA
"BOB FQ 2,65 AT 06",BOBINA FQ,BOBINA
"BOB FQ 2,65 COS CIVIL 300",BOBINA FQ,BOBINA
"BOB FQ 2,65 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 2,65 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 2,65 COS-AR COR400",BOBINA FQ,BOBINA
"BOB FQ 2,65 COS-AR COR400  ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,65 CSN ARQ CIVIL 300 ACAB - 2",BOBINA FQ,BOBINA
"BOB FQ 2,65 NBR6658",BOBINA FQ,BOBINA
"BOB FQ 2,65 NBR6658  ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,65 SAE1008",BOBINA FQ,BOBINA
"BOB FQ 2,65 SAE1008  ACAB",BOBINA FQ,BOBINA
"BOB FQ 2,65 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 2,65 SAE1010  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,00 ACE P 045L",BOBINA FQ,BOBINA
"BOB FQ 3,00 ACE P 050M",BOBINA FQ,BOBINA
"BOB FQ 3,00 ASTM A 36",BOBINA FQ,BOBINA
"BOB FQ 3,00 ASTM A1011 CS B",BOBINA FQ,BOBINA
"BOB FQ 3,00 COS CIVIL 300",BOBINA FQ,BOBINA
"BOB FQ 3,00 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 3,00 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 3,00 COS-AR COR400",BOBINA FQ,BOBINA
"BOB FQ 3,00 COS-AR COR400  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,00 CSN ARQ CIVIL 300 ACAB -",BOBINA FQ,BOBINA
"BOB FQ 3,00 NBR6658",BOBINA FQ,BOBINA
"BOB FQ 3,00 NBR6658  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,00 SAE1008",BOBINA FQ,BOBINA
"BOB FQ 3,00 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 3,00 SAE1010  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,00 SAE1010 LA",BOBINA FQ,BOBINA
"BOB FQ 3,00 SAE1010 LA  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,00 SAE1012",BOBINA FQ,BOBINA
"BOB FQ 3,00 SAE1045",BOBINA FQ,BOBINA
"BOB FQ 3,00 SAE1045 ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,35 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 3,35 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 3,35 SAE1008",BOBINA FQ,BOBINA
"BOB FQ 3,35 SAE1008  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,35 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 3,35 SAE1010  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,35 SAE1012",BOBINA FQ,BOBINA
"BOB FQ 3,35 SAE1012  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,50 SAE1006",BOBINA FQ,BOBINA
"BOB FQ 3,75 ACE P 045L",BOBINA FQ,BOBINA
"BOB FQ 3,75 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 3,75 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 3,75 CSN COR 420 ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,75 NBR6658",BOBINA FQ,BOBINA
"BOB FQ 3,75 SAE1008",BOBINA FQ,BOBINA
"BOB FQ 3,75 SAE1008  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,75 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 3,75 SAE1010  ACAB",BOBINA FQ,BOBINA
"BOB FQ 3,75 USI TB1",BOBINA FQ,BOBINA
"BOB FQ 4,25 COS-AR COR400",BOBINA FQ,BOBINA
"BOB FQ 4,25 COS-AR COR400 ACAB",BOBINA FQ,BOBINA
"BOB FQ 4,25 NBR6655 LN 28",BOBINA FQ,BOBINA
"BOB FQ 4,25 NBR6656 LNE 38",BOBINA FQ,BOBINA
"BOB FQ 4,25 NBR6658",BOBINA FQ,BOBINA
"BOB FQ 4,25 SAE1008",BOBINA FQ,BOBINA
"BOB FQ 4,25 SAE1008  ACAB",BOBINA FQ,BOBINA
"BOB FQ 4,25 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 4,25 SAE1010  ACAB",BOBINA FQ,BOBINA
"BOB FQ 4,50 CSN AC 60",BOBINA FQ,BOBINA
"BOB FQ 4,50 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 4,50 SAE1010  ACAB",BOBINA FQ,BOBINA
"BOB FQ 4,5O NBR6658",BOBINA FQ,BOBINA
"BOB FQ 4,5O NBR6658 ACAB",BOBINA FQ,BOBINA
"BOB FQ 4,75 ACE P 045L",BOBINA FQ,BOBINA
"BOB FQ 4,75 ASTM A 36",BOBINA FQ,BOBINA
"BOB FQ 4,75 COS CIVIL 300",BOBINA FQ,BOBINA
"BOB FQ 4,75 COS-AR COR300",BOBINA FQ,BOBINA
"BOB FQ 4,75 COS-AR COR300 ACAB",BOBINA FQ,BOBINA
"BOB FQ 4,75 COS-AR COR400",BOBINA FQ,BOBINA
"BOB FQ 4,75 COS-AR COR400  ACAB",BOBINA FQ,BOBINA
"BOB FQ 4,75 CST CIVIL 300",BOBINA FQ,BOBINA
"BOB FQ 4,75 NBR6658",BOBINA FQ,BOBINA
"BOB FQ 4,75 NBR6658  ACAB",BOBINA FQ,BOBINA
"BOB FQ 4,75 SAE1008",BOBINA FQ,BOBINA
"BOB FQ 4,75 SAE1010",BOBINA FQ,BOBINA
"BOB FQ 4,75 SAE1010  ACAB",BOBINA FQ,BOBINA
"BOB FQ 4,75 SAE1012",BOBINA FQ,BOBINA
"BOB FQ 4,75 SAE1045",BOBINA FQ,BOBINA
"BOB FQ 4,75 USI LN600",BOBINA FQ,BOBINA
"BOB FQ 4,75 USI TB1",BOBINA FQ,BOBINA
"BOB FQ DEC >= 4,75 <= 10,00 SEGUNDA QU",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 1,80 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 1,80 SAE1008 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 ACE P 045L OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 ACE P 050L OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 ACE P 570L OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 COS-AR COR 300 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 EMS-EM-732 LNE230 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 NBR6658 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 NBR6658 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 NM 87 GR 1013 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 SAE1008 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 SAE1013 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 SAE1013 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 SAE1020 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,00 SAE1045 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 ACE P 045L OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 ACE P 050M OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 NBR6658 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 NBR6658 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 SAE1006 LA OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 SAE1006 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 SAE1008 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 SAE1008 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 SAE1010 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,25 SAE1045 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,50 EMS-EM-732 LNE230 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,50 NBR5906 EPA OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,50 NBR5906 EPA OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 ACE P 045L OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 ACE P 050M OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 ACE P 570L OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 NBR5906 EPA OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 NBR6658 OL",BOBINA FQ DECOL,BOBINA
