Description,Product Type,Family Product
"PERFIL FQ DOB TP U ENRIJ 2,50 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 COS AR COR 300 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 COS AR COR 300 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 COS AR COR 400 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 COS AR COR 400 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 NBR 6658",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 NBR 6658 B",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 2,65 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 COS AR COR 300 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 COS AR COR 300 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 COS AR COR 400 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 COS AR COR 400 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 NBR 6658",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 NBR 6658 B",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,00 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 COS AR COR 300 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 COS AR COR 300 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 COS AR COR 400 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 COS AR COR 400 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 NBR 6658",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 NBR 6658 B",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,35 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,75 COS AR COR 300 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,75 COS AR COR 300 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,75 COS AR COR 400 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,75 COS AR COR 400 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,75 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,75 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,75 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 3,75 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,50 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,50 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,50 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,50 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,75 ASTM A36 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,75 COS AR COR 300 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,75 COS AR COR 300 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,75 COS AR COR 400 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,75 COS AR COR 400 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,75 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,75 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,75 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U ENRIJ 4,75 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U SEMI-ENRIJ 2,25 COS AR COR 400 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP U SEMI-ENRIJ 2,65 COS AR COR 400 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,00 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,00 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,00 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,00 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,25 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,25 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,25 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,25 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,50 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,50 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,50 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,50 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,65 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,65 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,65 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 2,65 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,00 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,00 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,00 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,00 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,35 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,35 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,35 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,35 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,75 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,75 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,75 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 3,75 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 4,50 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 4,50 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 4,50 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 4,50 SAE 1010 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 4,75 NBR 6658 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 4,75 NBR 6658 BS =>80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 4,75 SAE 1010 BS <80",PERFIL FQ,PERFIL
"PERFIL FQ DOB TP Z 4,75 SAE 1010 BS =>80",PERFIL FQ,PERFIL
PERFIL GR LTQ DOB MATERIAL DE ESTOQUE  BS <80,PERFIL GR LTQ,PERFIL
PERFIL GR LTQ DOB MATERIAL DE ESTOQUE  BS =>80,PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 6,30 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 6,30 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 6,30 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 6,30 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 8,00 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 8,00 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 8,00 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 8,00 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 9,50 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 9,50 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 9,50 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP CART 9,50 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 6,30 COS AR COR 400 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 6,30 COS-AR COR300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 6,30 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 6,30 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 6,30 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 6,30 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 8,00 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 8,00 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 8,00 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 8,00 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 9,50 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 9,50 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 9,50 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP L 9,50 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 6,30 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 6,30 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 6,30 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 6,30 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 8,00 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 8,00 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 8,00 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 8,00 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 9,50 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 9,50 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 9,50 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-CART 9,50 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 6,30 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 6,30 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 6,30 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 6,30 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 8,00 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 8,00 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 8,00 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 8,00 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 9,50 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 9,50 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 9,50 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP SEMI-ENRIJ 9,50 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 6,30 ASTM A36 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 6,30 COS AR COR 300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 6,30 COS AR COR 300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 6,30 COS AR COR 400 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 6,30 COS AR COR 400 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 6,30 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 6,30 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 6,30 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 6,30 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 8,00 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 8,00 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 8,00 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 8,00 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 9,50 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 9,50 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 9,50 NBR6656 LN",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 9,50 NBR6656 LNE",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 9,50 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U 9,50 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 6,30 COS AR COR 300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 6,30 COS AR COR 300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 6,30 COS AR COR 400 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 6,30 COS AR COR 400 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 6,30 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 6,30 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 6,30 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 6,30 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 8,00 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 8,00 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 8,00 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 8,00 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 9,50 NBR 8300 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 9,50 NBR 8300 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 9,50 SAE 1010 BS <80",PERFIL GR LTQ,PERFIL
"PERFIL GR LTQ DOB TP U ENRIJ 9,50 SAE 1010 BS =>80",PERFIL GR LTQ,PERFIL
"PERFIL ZC 0,50 RAIADO SEGUNDA QUALIDADE BS <80",PERFIL ZC,PERFIL
"PERFIL ZC 0,50 RAIADO SEGUNDA QUALIDADE BS =>80",PERFIL ZC,PERFIL
"PERFIL ZC 0,50 RAIADO TP 100 NBR 7008 ZC BS <80",PERFIL ZC,PERFIL
"PERFIL ZC 0,50 RAIADO TP 100 NBR 7008 ZC BS =>80",PERFIL ZC,PERFIL
"PERFIL ZC 0,50 RAIADO TP 110 NBR 7008 ZC BS <80",PERFIL ZC,PERFIL
"PERFIL ZC 0,50 RAIADO TP 110 NBR 7008 ZC BS =>80",PERFIL ZC,PERFIL
"PERFIL ZC DOB 0,50 MINIM/PP TP 40D AZUL RAL5010/PRIMER C/FP",PERFIL ZC,PERFIL
"PERFIL ZC DOB 0,50 SEGUNDA QUALIDADE BS <80",PERFIL ZC,PERFIL
"PERFIL ZC DOB 0,50 SEGUNDA QUALIDADE BS =>80",PERFIL ZC,PERFIL
"PERFIL ZC DOB 0,50 TP 40D NBR 7008 ZC BS <80",PERFIL ZC,PERFIL
"PERFIL ZC DOB 0,50 TP 40D NBR 7008 ZC BS =>80",PERFIL ZC,PERFIL
"PERFIL ZC DOB 0,80 SEGUNDA QUALIDADE BS <80",PERFIL ZC,PERFIL
"PERFIL ZC DOB 0,80 SEGUNDA QUALIDADE BS =>80",PERFIL ZC,PERFIL
"PERFIL ZC DOB 0,80 TP 40D NBR 7008 ZC BS <80",PERFIL ZC,PERFIL
"PERFIL ZC DOB 0,80 TP 40D NBR 7008 ZC BS =>80",PERFIL ZC,PERFIL
PONTA DE BOBINA FF,CPONTA FF,CHAPA
PONTA DE BOBINA FQ,CPONTA FQ,CHAPA
PONTA DE BOBINA GROSSA LTQ,CPONTA GR LTQ,CHAPA
PONTA DE BOBINA PISO,CPONTA PISO,CHAPA
PONTA DE TIRA RELAMINADA,CPONTA REL,FITA
"RUFO CHAPEU LISO AL/ZN 0,50 ASTM A792 CN TQ",RUFO,TELHA
"RUFO CHAPEU LISO AL/ZN 0,50 P F/AMARELO",RUFO,TELHA
"RUFO CHAPEU LISO AL/ZN 0,50 P F/AZUL",RUFO,TELHA
"RUFO CHAPEU LISO AL/ZN 0,50 P F/VERDE",RUFO,TELHA
"RUFO CHAPEU LISO AL/ZN 0,50 P F/VERMELHO",RUFO,TELHA
"RUFO DE TOPO DENT AL/ZN 0,50 ASTM A792 CN TQ",RUFO,TELHA
"RUFO DE TOPO DENT AL/ZN 0,50 P F/VERMELHO",RUFO,TELHA
"RUFO DE TOPO LISO AL/ZN 0,50 ASTM A792 CN TQ",RUFO,TELHA
"RUFO DE TOPO LISO AL/ZN 0,50 P F/AZUL",RUFO,TELHA
"RUFO LAT INF LISO AL/ZN 0,50 ASTM A792 CN TQ",RUFO,TELHA
"RUFO LAT INF LISO AL/ZN 0,50 P F/AZUL",RUFO,TELHA
"RUFO LAT LISO AL/ZN 0,50 ASTM A792 CN TQ",RUFO,TELHA
"RUFO LAT SUP LISO AL/ZN 0,50 ASTM A792 CN TQ",RUFO,TELHA
"RUFO LAT SUP LISO AL/ZN 0,50 P F/VERMELHO",RUFO,TELHA
"RUFO PINGADEIRA AL/ZN 0,50 ASTM A792 CN TQ",RUFO,TELHA
"RUFO PINGADEIRA AL/ZN 0,50 P F/V AZ/AZ",RUFO,TELHA
"SUCATA BOB ZC <= 1,95 (TERCEIROS)",SUCATA,SUCATA
SUCATA DE PO DE OXICORTE,SUCATA,SUCATA
SUCATA FORMAF,SUCATA,SUCATA
SUCATA PONTA DE BOB FF,SUCATA,SUCATA
SUCATA PONTA DE BOB FQ,SUCATA,SUCATA
"SUCATA PONTA DE BOB FQ 2,65",SUCATA,SUCATA
"SUCATA PONTA DE BOB FQ 3,00",SUCATA,SUCATA
SUCATA SIDERURGICA,SUCATA,SUCATA
"TELHA AL/ZN 0,43 CORR ASTM A792 CN TQ",TELHA,TELHA
"TELHA AL/ZN 0,43 CORR P F/AZUL",TELHA,TELHA
"TELHA AL/ZN 0,43 CORR P F/BEGE",TELHA,TELHA
"TELHA AL/ZN 0,43 TP25 ASTM A792 CN TQ",TELHA,TELHA
"TELHA AL/ZN 0,43 TP25 P F/BRANCO",TELHA,TELHA
"TELHA AL/ZN 0,43 TP25 P F/CINZA",TELHA,TELHA
"TELHA AL/ZN 0,43 TP40 ASTM A792 CN TQ",TELHA,TELHA
"TELHA AL/ZN 0,43 TP40 P F/V CERAMICA",TELHA,TELHA
"TELHA AL/ZN 0,43 TP40 P F/VERMELHO",TELHA,TELHA
"TELHA AL/ZN 0,43 TP40 P V/BRANCO",TELHA,TELHA
"TELHA AL/ZN 0,45 TP40 ASTM A792 CN TQ",TELHA,TELHA
"TELHA AL/ZN 0,50 CORR ASTM A792 CN TQ",TELHA,TELHA
"TELHA AL/ZN 0,50 CORR P F/AZUL",TELHA,TELHA
"TELHA AL/ZN 0,50 CORR P F/BEGE",TELHA,TELHA
"TELHA AL/ZN 0,50 CORR P F/BRANCO",TELHA,TELHA
"TELHA AL/ZN 0,50 CORR P F/V BR/BR",TELHA,TELHA
"TELHA AL/ZN 0,50 TP SEG QUALIDADE",TELHA,TELHA
"TELHA AL/ZN 0,50 TP25 ASTM A792 CN TQ",TELHA,TELHA
"TELHA AL/ZN 0,50 TP25 P F/AMARELO",TELHA,TELHA
"TELHA AL/ZN 0,50 TP25 P F/AZUL",TELHA,TELHA
"TELHA AL/ZN 0,50 TP25 P F/BEGE",TELHA,TELHA
"TELHA AL/ZN 0,50 TP25 P F/CINZA",TELHA,TELHA
"TELHA AL/ZN 0,50 TP25 P F/VERDE",TELHA,TELHA
"TELHA AL/ZN 0,50 TP25 P F/VERMELHA",TELHA,TELHA
"TELHA AL/ZN 0,50 TP40 ASTM A792 CN TQ",TELHA,TELHA
"TELHA AL/ZN 0,50 TP40 P F/BEGE",TELHA,TELHA
"TELHA AL/ZN 0,50 TP40 P F/BRANCO",TELHA,TELHA
"TELHA AL/ZN 0,50 TP40 P F/VERDE",TELHA,TELHA
"TELHA AL/ZN 0,50 TP40 P F/VERMELHO",TELHA,TELHA
"TELHA AL/ZN 0,50 TP40 P V/BRANCO",TELHA,TELHA
"TELHA AL/ZN PP 0,50 CORR FV BR/VD C/FP",TELHA,TELHA
"TELHA AL/ZN PP 0,50 TP25 FV BRANCO/VERDE C/FP",TELHA,TELHA
"TELHA AL/ZN PP 0,50 TP40 FV AZUL/VERDE C/FP",TELHA,TELHA
"TELHA AL/ZN PP 0,50 TP40 FV BRANCO/VERDE C/FP",TELHA,TELHA
TELHA TP 40 BRANCA EPS-SANDUICHE,TZC,TELHA
"TELHA ZC 0,25 CORR JIS G3302 SGCH CN RZ180",TELHA,TELHA
"TELHA ZC 0,25 CORR NBR7008 ZC CN RB",TELHA,TELHA
"TELHA ZC 0,35 CORR CSN ZC TELHAS CR NO RV B",TELHA,TELHA
"TELHA ZC 0,35 CORR NBR7008 ZC CN RB",TELHA,TELHA
"TELHA ZC 0,35 CORR SEG QUALIDADE",TELHA,TELHA
"TELHA ZC 0,43 CORR NBR7008 ZC CN RB",TELHA,TELHA
"TELHA ZC 0,43 CORR SEG QUALIDADE",TELHA,TELHA
"TELHA ZC 0,50 CORR CSN ZC TELHAS CR NO RV B",TELHA,TELHA
"TELHA ZC 0,50 CORR NBR7008 ZC CN RB",TELHA,TELHA
"TELHA ZC/MI PP 0,50 CORR FV AZUL/PRIMER C/FP",TELHA,TELHA
"TELHA ZC/MI PP 0,50 CORR FV BRANCO/PRIMER C/FP",TELHA,TELHA
"TELHA ZC/MI PP 0,50 TP25 FV AZUL/PRIMER C/FP",TELHA,TELHA
"TELHA ZC/MI PP 0,50 TP25 FV BRANCO/PRIMER C/FP",TELHA,TELHA
"TELHA ZC/MI PP 0,50 TP40 FV AZUL/PRIMER C/FP",TELHA,TELHA
"TELHA ZC/MI PP 0,50 TP40 FV BRANCO/PRIMER C/FP",TELHA,TELHA
"TIRA AL/ZN BOB < 3,00 SEGUNDA QUALID",TIRA GALV BOB,FITA
"TIRA AL/ZN BOB < 3,00 SEGUNDA QUALIDAD",TIRA GALV BOB,FITA
"TIRA AL/ZN BOB < 3,00 SEGUNDA QUALIDADE",TIRA GALV BOB,FITA
"TIRA AL/ZN BOB 0,43 ASTM A 792 CN C/TQ",TIRA GALV BOB,FITA
"TIRA AL/ZN BOB 0,43 ASTM A792 CN C/TQ",TIRA GALV BOB,FITA
"TIRA AL/ZN BOB 0,50 ASTM A 792 CN C/TQ",TIRA GALV BOB,FITA
"TIRA DE PISO 6,30 PE-GAL COSIPISO II",TIRA PISO,TIRA CORTADA
