Data,US_Dollar_in_R$
2012-04-10,"1,8311"
2012-04-09,"1,8254"
2012-04-05,"1,8295"
2012-04-04,"1,8310"
2012-04-03,"1,8250"
2012-04-02,"1,8308"
2012-03-30,"1,8215"
2012-03-29,"1,8327"
2012-03-28,"1,8217"
2012-03-27,"1,8129"
2012-03-26,"1,8137"
2012-03-23,"1,8188"
2012-03-22,"1,8244"
2012-03-21,"1,8261"
2012-03-20,"1,8253"
2012-03-19,"1,8084"
2012-03-16,"1,8012"
2012-03-15,"1,8000"
2012-03-14,"1,8140"
2012-03-13,"1,8096"
2012-03-12,"1,8151"
2012-03-09,"1,7761"
2012-03-08,"1,7691"
2012-03-07,"1,7685"
2012-03-06,"1,7550"
2012-03-05,"1,7308"
2012-03-02,"1,7239"
2012-03-01,"1,7146"
2012-02-29,"1,7086"
2012-02-28,"1,7017"
2012-02-27,"1,7082"
2012-02-24,"1,7091"
2012-02-23,"1,7033"
2012-02-22,"1,7069"
2012-02-17,"1,7130"
2012-02-16,"1,7320"
2012-02-15,"1,7151"
2012-02-14,"1,7167"
2012-02-13,"1,7162"
2012-02-10,"1,7254"
2012-02-09,"1,7219"
2012-02-08,"1,7189"
2012-02-07,"1,7255"
2012-02-06,"1,7243"
2012-02-03,"1,7216"
2012-02-02,"1,7320"
2012-02-01,"1,7370"
2012-01-31,"1,7385"
2012-01-30,"1,7502"
2012-01-27,"1,7429"
2012-01-26,"1,7382"
2012-01-25,"1,7623"
2012-01-24,"1,7643"
2012-01-23,"1,7521"
2012-01-20,"1,7664"
2012-01-19,"1,7642"
2012-01-18,"1,7785"
2012-01-17,"1,7754"
2012-01-16,"1,7830"
2012-01-13,"1,7846"
2012-01-12,"1,7867"
2012-01-11,"1,8041"
2012-01-10,"1,8036"
2012-01-09,"1,8435"
2012-01-06,"1,8442"
2012-01-05,"1,8365"
2012-01-04,"1,8265"
2012-01-03,"1,8450"
2012-01-02,"1,8676"
2011-12-29,"1,8751"
2011-12-28,"1,8626"
2011-12-27,"1,8578"
2011-12-26,"1,8559"
2011-12-23,"1,8554"
2011-12-22,"1,8571"
2011-12-21,"1,8550"
2011-12-20,"1,8501"
2011-12-19,"1,8608"
2011-12-16,"1,8458"
2011-12-15,"1,8602"
2011-12-14,"1,8721"
2011-12-13,"1,8403"
2011-12-12,"1,8211"
2011-12-09,"1,8123"
2011-12-08,"1,7934"
2011-12-07,"1,7974"
2011-12-06,"1,7906"
2011-12-05,"1,7823"
2011-12-02,"1,7836"
2011-12-01,"1,7922"
2011-11-30,"1,8102"
2011-11-29,"1,8478"
2011-11-28,"1,8590"
2011-11-25,"1,8930"
2011-11-24,"1,8652"
2011-11-23,"1,8434"
2011-11-22,"1,8062"
2011-11-21,"1,8053"
2011-11-18,"1,7716"
2011-11-17,"1,7767"
2011-11-16,"1,7765"
2011-11-14,"1,7642"
2011-11-11,"1,7540"
2011-11-10,"1,7603"
2011-11-09,"1,7510"
2011-11-08,"1,7446"
2011-11-07,"1,7486"
2011-11-04,"1,7408"
2011-11-03,"1,7262"
2011-11-01,"1,7499"
2011-10-31,"1,6878"
2011-10-28,"1,6979"
2011-10-27,"1,7316"
2011-10-26,"1,7599"
2011-10-25,"1,7541"
2011-10-24,"1,7761"
2011-10-21,"1,7796"
2011-10-20,"1,7819"
2011-10-19,"1,7597"
2011-10-18,"1,7717"
2011-10-17,"1,7481"
2011-10-14,"1,7369"
2011-10-13,"1,7529"
2011-10-11,"1,7652"
2011-10-10,"1,7471"
2011-10-07,"1,7659"
2011-10-06,"1,8109"
2011-10-05,"1,8449"
2011-10-04,"1,8848"
2011-10-03,"1,8804"
2011-09-30,"1,8536"
2011-09-29,"1,8283"
2011-09-28,"1,8123"
2011-09-27,"1,8000"
2011-09-26,"1,8437"
2011-09-23,"1,8727"
2011-09-22,"1,9008"
2011-09-21,"1,8272"
2011-09-20,"1,7862"
2011-09-19,"1,7755"
2011-09-16,"1,7114"
2011-09-15,"1,7098"
2011-09-14,"1,7280"
2011-09-13,"1,7119"
2011-09-12,"1,6891"
2011-09-09,"1,6766"
2011-09-08,"1,6558"
2011-09-06,"1,6575"
2011-09-05,"1,6514"
2011-09-02,"1,6335"
2011-09-01,"1,6032"
2011-08-31,"1,5864"
2011-08-30,"1,5896"
2011-08-29,"1,5966"
2011-08-26,"1,6106"
2011-08-25,"1,6146"
2011-08-24,"1,6031"
2011-08-23,"1,6028"
2011-08-22,"1,6001"
2011-08-19,"1,5952"
2011-08-18,"1,6054"
2011-08-17,"1,5822"
2011-08-16,"1,5910"
2011-08-15,"1,5948"
2011-08-12,"1,6149"
2011-08-11,"1,6298"
2011-08-10,"1,6175"
2011-08-09,"1,6326"
2011-08-08,"1,5991"
2011-08-05,"1,5887"
2011-08-04,"1,5744"
2011-08-03,"1,5643"
2011-08-02,"1,5648"
2011-08-01,"1,5543"
2011-07-29,"1,5555"
2011-07-28,"1,5643"
2011-07-27,"1,5631"
2011-07-26,"1,5337"
2011-07-25,"1,5441"
2011-07-22,"1,5539"
2011-07-21,"1,5559"
2011-07-20,"1,5643"
2011-07-19,"1,5683"
2011-07-18,"1,5820"
2011-07-15,"1,5735"
2011-07-14,"1,5721"
2011-07-13,"1,5754"
2011-07-12,"1,5765"
2011-07-11,"1,5788"
2011-07-08,"1,5626"
2011-07-07,"1,5573"
2011-07-06,"1,5654"
2011-07-05,"1,5629"
2011-07-04,"1,5572"
2011-07-01,"1,5591"
2011-06-30,"1,5603"
2011-06-29,"1,5722"
2011-06-28,"1,5825"
2011-06-27,"1,5961"
2011-06-24,"1,5980"
2011-06-22,"1,5869"
2011-06-21,"1,5902"
2011-06-20,"1,5961"
2011-06-17,"1,5971"
2011-06-16,"1,6100"
2011-06-15,"1,5952"
2011-06-14,"1,5813"
2011-06-13,"1,5880"
2011-06-10,"1,5930"
2011-06-09,"1,5869"
2011-06-08,"1,5812"
2011-06-07,"1,5756"
2011-06-06,"1,5802"
2011-06-03,"1,5736"
2011-06-02,"1,5797"
2011-06-01,"1,5870"
2011-05-31,"1,5791"
2011-05-30,"1,5950"
2011-05-27,"1,6030"
2011-05-26,"1,6188"
2011-05-25,"1,6289"
2011-05-24,"1,6248"
2011-05-23,"1,6331"
2011-05-20,"1,6161"
2011-05-19,"1,6157"
2011-05-18,"1,6158"
2011-05-17,"1,6282"
2011-05-16,"1,6309"
2011-05-13,"1,6320"
2011-05-12,"1,6199"
2011-05-11,"1,6170"
2011-05-10,"1,6061"
2011-05-09,"1,6191"
2011-05-06,"1,6103"
2011-05-05,"1,6211"
2011-05-04,"1,6022"
2011-05-03,"1,5882"
2011-05-02,"1,5739"
2011-04-29,"1,5725"
2011-04-28,"1,5845"
2011-04-27,"1,5697"
2011-04-26,"1,5646"
2011-04-25,"1,5712"
2011-04-20,"1,5714"
2011-04-19,"1,5784"
2011-04-18,"1,5904"
2011-04-15,"1,5768"
2011-04-14,"1,5834"
2011-04-13,"1,5856"
2011-04-12,"1,5862"
2011-04-11,"1,5797"
2011-04-08,"1,5754"
2011-04-07,"1,5919"
2011-04-06,"1,6089"
2011-04-05,"1,6079"
2011-04-04,"1,6102"
2011-04-01,"1,6186"
2011-03-31,"1,6279"
2011-03-30,"1,6352"
2011-03-29,"1,6538"
2011-03-28,"1,6606"
2011-03-25,"1,6573"
2011-03-24,"1,6585"
2011-03-23,"1,6594"
2011-03-22,"1,6630"
2011-03-21,"1,6644"
2011-03-18,"1,6712"
2011-03-17,"1,6749"
2011-03-16,"1,6666"
2011-03-15,"1,6684"
2011-03-14,"1,6623"
2011-03-11,"1,6641"
2011-03-10,"1,6604"
2011-03-09,"1,6551"
2011-03-04,"1,6454"
2011-03-03,"1,6537"
2011-03-02,"1,6602"
2011-03-01,"1,6619"
2011-02-28,"1,6604"
2011-02-25,"1,6617"
2011-02-24,"1,6641"
2011-02-23,"1,6712"
2011-02-22,"1,6686"
2011-02-21,"1,6659"
2011-02-18,"1,6669"
2011-02-17,"1,6696"
2011-02-16,"1,6696"
2011-02-15,"1,6674"
2011-02-14,"1,6673"
2011-02-11,"1,6671"
2011-02-10,"1,6672"
2011-02-09,"1,6635"
2011-02-08,"1,6703"
2011-02-07,"1,6768"
2011-02-04,"1,6730"
2011-02-03,"1,6689"
2011-02-02,"1,6663"
2011-02-01,"1,6623"
2011-01-31,"1,6726"
2011-01-28,"1,6774"
2011-01-27,"1,6712"
2011-01-26,"1,6684"
2011-01-25,"1,6737"
2011-01-24,"1,6723"
2011-01-21,"1,6715"
2011-01-20,"1,6707"
2011-01-19,"1,6706"
2011-01-18,"1,6737"
2011-01-17,"1,6810"
2011-01-14,"1,6835"
2011-01-13,"1,6693"
2011-01-12,"1,6879"
2011-01-11,"1,6879"
2011-01-10,"1,6904"
2011-01-07,"1,6853"
2011-01-06,"1,6849"
2011-01-05,"1,6705"
2011-01-04,"1,6548"
2011-01-03,"1,6502"
2010-12-31,"1,6654"
2010-12-30,"1,6654"
2010-12-29,"1,6780"
2010-12-28,"1,6858"
2010-12-27,"1,6914"
2010-12-24,"1,6895"
2010-12-23,"1,6976"
2010-12-22,"1,6938"
2010-12-21,"1,6966"
2010-12-20,"1,7074"
2010-12-17,"1,7090"
2010-12-16,"1,7020"
2010-12-15,"1,6980"
2010-12-14,"1,6941"
2010-12-13,"1,7019"
2010-12-10,"1,7109"
2010-12-09,"1,7016"
2010-12-08,"1,6884"
2010-12-07,"1,6731"
2010-12-06,"1,6828"
2010-12-02,"1,7021"
2010-12-01,"1,7036"
2010-11-30,"1,7153"
2010-11-29,"1,7263"
2010-11-26,"1,7290"
2010-11-25,"1,7198"
2010-11-24,"1,7239"
2010-11-23,"1,7328"
2010-11-22,"1,7227"
2010-11-19,"1,7181"
2010-11-18,"1,7135"
2010-11-17,"1,7290"
2010-11-16,"1,7287"
2010-11-12,"1,7190"
2010-11-11,"1,7170"
2010-11-10,"1,7062"
2010-11-09,"1,6962"
2010-11-08,"1,6962"
2010-11-05,"1,6793"
2010-11-04,"1,6811"
2010-11-03,"1,6929"
2010-11-01,"1,7036"
2010-10-29,"1,7006"
2010-10-28,"1,7104"
2010-10-27,"1,7069"
2010-10-26,"1,7037"
2010-10-25,"1,7018"
2010-10-22,"1,6989"
2010-10-21,"1,6889"
2010-10-20,"1,6727"
2010-10-19,"1,6860"
2010-10-18,"1,6678"
2010-10-15,"1,6596"
2010-10-14,"1,6588"
2010-10-13,"1,6546"
2010-10-11,"1,6640"
2010-10-08,"1,6796"
2010-10-07,"1,6769"
2010-10-06,"1,6750"
2010-10-05,"1,6800"
2010-10-04,"1,6874"
2010-10-01,"1,6804"
2010-09-30,"1,6934"
2010-09-29,"1,7045"
2010-09-28,"1,7085"
2010-09-27,"1,7092"
2010-09-24,"1,7112"
2010-09-23,"1,7186"
2010-09-22,"1,7176"
2010-09-21,"1,7247"
2010-09-20,"1,7208"
2010-09-17,"1,7158"
2010-09-16,"1,7176"
2010-09-15,"1,7161"
2010-09-14,"1,7060"
2010-09-13,"1,7166"
2010-09-10,"1,7178"
2010-09-09,"1,7230"
2010-09-08,"1,7223"
2010-09-06,"1,7251"
2010-09-03,"1,7273"
2010-09-02,"1,7359"
2010-09-01,"1,7433"
2010-08-31,"1,7552"
2010-08-30,"1,7583"
2010-08-27,"1,7536"
2010-08-26,"1,7588"
2010-08-25,"1,7660"
2010-08-24,"1,7719"
2010-08-23,"1,7579"
2010-08-20,"1,7589"
2010-08-19,"1,7576"
2010-08-18,"1,7505"
2010-08-17,"1,7520"
2010-08-16,"1,7631"
2010-08-13,"1,7708"
2010-08-12,"1,7723"
2010-08-11,"1,7655"
2010-08-10,"1,7568"
2010-08-09,"1,7529"
2010-08-06,"1,7558"
2010-08-05,"1,7527"
2010-08-04,"1,7555"
2010-08-03,"1,7586"
2010-08-02,"1,7481"
2010-07-30,"1,7564"
2010-07-29,"1,7635"
2010-07-28,"1,7642"
2010-07-27,"1,7650"
2010-07-26,"1,7661"
2010-07-23,"1,7609"
2010-07-22,"1,7621"
2010-07-21,"1,7758"
2010-07-20,"1,7792"
2010-07-19,"1,7846"
2010-07-16,"1,7784"
2010-07-15,"1,7682"
2010-07-14,"1,7649"
2010-07-13,"1,7517"
2010-07-12,"1,7636"
2010-07-09,"1,7564"
2010-07-08,"1,7644"
2010-07-07,"1,7711"
2010-07-06,"1,7657"
2010-07-05,"1,7747"
2010-07-02,"1,7777"
2010-07-01,"1,7998"
2010-06-30,"1,8007"
2010-06-29,"1,8068"
2010-06-28,"1,7818"
2010-06-25,"1,7773"
2010-06-24,"1,7899"
2010-06-23,"1,7900"
2010-06-22,"1,7672"
2010-06-21,"1,7655"
2010-06-18,"1,7753"
2010-06-17,"1,7809"
2010-06-16,"1,7885"
2010-06-15,"1,7963"
2010-06-14,"1,8022"
2010-06-11,"1,8117"
2010-06-10,"1,8177"
2010-06-09,"1,8415"
2010-06-08,"1,8650"
2010-06-07,"1,8626"
2010-06-04,"1,8393"
2010-06-02,"1,8354"
2010-06-01,"1,8247"
2010-05-31,"1,8159"
2010-05-28,"1,8221"
2010-05-27,"1,8320"
2010-05-26,"1,8453"
2010-05-25,"1,8803"
2010-05-24,"1,8514"
2010-05-21,"1,8702"
2010-05-20,"1,8669"
2010-05-19,"1,8358"
2010-05-18,"1,7913"
2010-05-17,"1,8037"
2010-05-14,"1,7959"
2010-05-13,"1,7729"
2010-05-12,"1,7715"
2010-05-11,"1,7835"
2010-05-10,"1,7825"
2010-05-07,"1,8335"
2010-05-06,"1,8345"
2010-05-05,"1,7854"
2010-05-04,"1,7549"
2010-05-03,"1,7307"
2010-04-30,"1,7298"
2010-04-29,"1,7313"
2010-04-28,"1,7550"
2010-04-27,"1,7584"
2010-04-26,"1,7438"
2010-04-23,"1,7616"
2010-04-22,"1,7618"
2010-04-20,"1,7489"
2010-04-19,"1,7580"
2010-04-16,"1,7550"
2010-04-15,"1,7475"
2010-04-14,"1,7438"
2010-04-13,"1,7576"
2010-04-12,"1,7600"
2010-04-09,"1,7722"
2010-04-08,"1,7798"
2010-04-07,"1,7654"
2010-04-06,"1,7597"
2010-04-05,"1,7565"
2010-04-01,"1,7693"
2010-03-31,"1,7802"
2010-03-30,"1,7944"
2010-03-29,"1,8056"
2010-03-26,"1,8223"
2010-03-25,"1,8000"
2010-03-24,"1,7896"
2010-03-23,"1,7805"
2010-03-22,"1,8022"
2010-03-19,"1,7946"
2010-03-18,"1,7840"
2010-03-17,"1,7632"
2010-03-16,"1,7658"
2010-03-15,"1,7636"
2010-03-12,"1,7629"
2010-03-11,"1,7685"
2010-03-10,"1,7708"
2010-03-09,"1,7891"
2010-03-08,"1,7818"
2010-03-05,"1,7816"
2010-03-04,"1,7880"
2010-03-03,"1,7838"
2010-03-02,"1,7843"
2010-03-01,"1,7992"
2010-02-26,"1,8102"
2010-02-25,"1,8356"
2010-02-24,"1,8195"
2010-02-23,"1,8178"
2010-02-22,"1,8038"
2010-02-19,"1,8108"
2010-02-18,"1,8258"
2010-02-17,"1,8305"
2010-02-12,"1,8662"
2010-02-11,"1,8508"
2010-02-10,"1,8475"
2010-02-09,"1,8542"
2010-02-08,"1,8722"
2010-02-05,"1,8745"
2010-02-04,"1,8707"
2010-02-03,"1,8329"
2010-02-02,"1,8355"
2010-02-01,"1,8765"
2010-01-29,"1,8740"
2010-01-28,"1,8552"
2010-01-27,"1,8505"
2010-01-26,"1,8359"
2010-01-25,"1,8186"
2010-01-22,"1,8179"
2010-01-21,"1,7895"
2010-01-20,"1,7846"
2010-01-19,"1,7739"
2010-01-18,"1,7713"
2010-01-15,"1,7703"
2010-01-14,"1,7640"
2010-01-13,"1,7434"
2010-01-12,"1,7431"
2010-01-11,"1,7315"
2010-01-08,"1,7382"
2010-01-07,"1,7405"
2010-01-06,"1,7329"
2010-01-05,"1,7219"
2010-01-04,"1,7232"
2009-12-30,"1,7404"
2009-12-29,"1,7413"
2009-12-28,"1,7390"
2009-12-24,"1,7519"
2009-12-23,"1,7755"
2009-12-22,"1,7817"
2009-12-21,"1,7779"
2009-12-18,"1,7871"
2009-12-17,"1,7815"
2009-12-16,"1,7510"
2009-12-15,"1,7449"
2009-12-14,"1,7475"
2009-12-11,"1,7513"
2009-12-10,"1,7619"
2009-12-09,"1,7603"
2009-12-08,"1,7474"
2009-12-07,"1,7294"
2009-12-04,"1,7123"
2009-12-03,"1,7088"
2009-12-02,"1,7193"
2009-12-01,"1,7285"
2009-11-30,"1,7497"
2009-11-27,"1,7435"
2009-11-26,"1,7401"
2009-11-25,"1,7264"
2009-11-24,"1,7274"
2009-11-23,"1,7237"
2009-11-19,"1,7348"
2009-11-18,"1,7095"
2009-11-17,"1,7145"
2009-11-16,"1,7119"
2009-11-13,"1,7282"
2009-11-12,"1,7242"
2009-11-11,"1,7104"
2009-11-10,"1,7088"
2009-11-09,"1,7016"
2009-11-06,"1,7171"
2009-11-05,"1,7232"
2009-11-04,"1,7263"
2009-11-03,"1,7580"
2009-10-30,"1,7432"
2009-10-29,"1,7428"
2009-10-28,"1,7439"
2009-10-27,"1,7334"
2009-10-26,"1,7149"
2009-10-23,"1,7105"
2009-10-22,"1,7296"
2009-10-21,"1,7432"
2009-10-20,"1,7442"
2009-10-19,"1,7122"
2009-10-16,"1,7127"
2009-10-15,"1,7029"
2009-10-14,"1,7091"
2009-10-13,"1,7290"
2009-10-09,"1,7381"
2009-10-08,"1,7404"
2009-10-07,"1,7587"
2009-10-06,"1,7525"
2009-10-05,"1,7665"
2009-10-02,"1,7836"
2009-10-01,"1,7786"
2009-09-30,"1,7773"
2009-09-29,"1,7920"
2009-09-28,"1,7902"
2009-09-25,"1,8009"
2009-09-24,"1,7909"
2009-09-23,"1,7908"
2009-09-22,"1,8053"
2009-09-21,"1,8164"
2009-09-18,"1,8041"
2009-09-17,"1,8086"
2009-09-16,"1,7976"
2009-09-15,"1,8079"
2009-09-14,"1,8189"
2009-09-11,"1,8171"
2009-09-10,"1,8253"
2009-09-09,"1,8272"
2009-09-08,"1,8246"
2009-09-04,"1,8493"
2009-09-03,"1,8694"
2009-09-02,"1,9030"
2009-09-01,"1,8821"
2009-08-31,"1,8856"
2009-08-28,"1,8732"
2009-08-27,"1,8661"
2009-08-26,"1,8662"
2009-08-25,"1,8411"
2009-08-24,"1,8331"
2009-08-21,"1,8289"
2009-08-20,"1,8426"
2009-08-19,"1,8425"
2009-08-18,"1,8566"
2009-08-17,"1,8674"
2009-08-14,"1,8377"
2009-08-13,"1,8317"
2009-08-12,"1,8378"
2009-08-11,"1,8449"
2009-08-10,"1,8404"
2009-08-07,"1,8224"
2009-08-06,"1,8340"
2009-08-05,"1,8173"
2009-08-04,"1,8264"
2009-08-03,"1,8361"
2009-07-31,"1,8718"
2009-07-30,"1,8803"
2009-07-29,"1,8974"
2009-07-28,"1,8811"
2009-07-27,"1,8829"
2009-07-24,"1,8952"
2009-07-23,"1,8914"
2009-07-22,"1,9021"
2009-07-21,"1,9035"
2009-07-20,"1,9060"
2009-07-17,"1,9282"
2009-07-16,"1,9332"
2009-07-15,"1,9412"
2009-07-14,"1,9696"
2009-07-13,"1,9887"
2009-07-10,"2,0139"
2009-07-09,"1,9913"
2009-07-08,"1,9974"
2009-07-07,"1,9633"
2009-07-06,"1,9703"
2009-07-03,"1,9466"
2009-07-02,"1,9461"
2009-07-01,"1,9334"
2009-06-30,"1,9508"
2009-06-29,"1,9479"
2009-06-26,"1,9388"
2009-06-25,"1,9554"
2009-06-24,"1,9716"
2009-06-23,"2,0011"
2009-06-22,"2,0066"
2009-06-19,"1,9584"
2009-06-18,"1,9701"
2009-06-17,"1,9776"
2009-06-16,"1,9453"
2009-06-15,"1,9450"
2009-06-12,"1,9293"
2009-06-10,"1,9466"
2009-06-09,"1,9377"
2009-06-08,"1,9696"
2009-06-05,"1,9526"
2009-06-04,"1,9489"
2009-06-03,"1,9592"
2009-06-02,"1,9362"
2009-06-01,"1,9432"
2009-05-29,"1,9722"
2009-05-28,"2,0136"
2009-05-27,"2,0087"
2009-05-26,"2,0253"
2009-05-25,"2,0226"
2009-05-22,"2,0271"
2009-05-21,"2,0256"
2009-05-20,"2,0191"
2009-05-19,"2,0480"
2009-05-18,"2,0776"
2009-05-15,"2,0754"
2009-05-14,"2,0921"
2009-05-13,"2,0984"
2009-05-12,"2,0641"
2009-05-11,"2,0571"
2009-05-08,"2,0742"
2009-05-07,"2,0976"
2009-05-06,"2,2105"
2009-05-05,"2,1468"
2009-05-04,"2,1361"
2009-04-30,"2,1775"
2009-04-29,"2,1830"
2009-04-28,"2,2029"
2009-04-27,"2,2157"
2009-04-24,"2,1925"
2009-04-23,"2,2099"
2009-04-22,"2,2120"
2009-04-20,"2,2342"
2009-04-17,"2,1856"
2009-04-16,"2,1783"
2009-04-15,"2,1984"
2009-04-14,"2,1868"
2009-04-13,"2,1691"
2009-04-09,"2,1758"
2009-04-08,"2,2006"
2009-04-07,"2,2241"
2009-04-06,"2,2244"
2009-04-03,"2,2064"
2009-04-02,"2,2347"
2009-04-01,"2,2891"
2009-03-31,"2,3144"
2009-03-30,"2,3289"
2009-03-27,"2,2737"
2009-03-26,"2,2367"
2009-03-25,"2,2427"
2009-03-24,"2,2559"
2009-03-23,"2,2497"
2009-03-20,"2,2559"
2009-03-19,"2,2371"
2009-03-18,"2,2798"
2009-03-17,"2,2825"
2009-03-16,"2,2697"
2009-03-13,"2,3004"
2009-03-12,"2,3150"
2009-03-11,"2,3358"
2009-03-10,"2,3507"
2009-03-09,"2,3773"
2009-03-06,"2,3760"
2009-03-05,"2,3814"
2009-03-04,"2,3909"
2009-03-03,"2,4210"
2009-03-02,"2,4113"
2009-02-27,"2,3776"
2009-02-26,"2,3495"
2009-02-25,"2,3806"
2009-02-20,"2,3908"
2009-02-19,"2,3241"
2009-02-18,"2,3388"
2009-02-17,"2,3123"
2009-02-16,"2,2711"
2009-02-13,"2,2672"
2009-02-12,"2,2901"
2009-02-11,"2,2862"
2009-02-10,"2,2520"
2009-02-09,"2,2438"
2009-02-06,"2,2650"
2009-02-05,"2,3057"
2009-02-04,"2,2986"
2009-02-03,"2,3136"
2009-02-02,"2,3467"
2009-01-30,"2,3154"
2009-01-29,"2,2753"
2009-01-28,"2,2974"
2009-01-27,"2,3101"
2009-01-26,"2,3141"
2009-01-23,"2,3560"
2009-01-22,"2,3291"
2009-01-21,"2,3536"
2009-01-20,"2,3540"
2009-01-19,"2,3298"
2009-01-16,"2,3240"
2009-01-15,"2,3795"
2009-01-14,"2,3333"
2009-01-13,"2,3075"
2009-01-12,"2,2961"
2009-01-09,"2,2859"
2009-01-08,"2,2675"
2009-01-07,"2,2166"
2009-01-06,"2,1881"
2009-01-05,"2,2772"
2009-01-02,"2,3290"
2008-12-30,"2,3362"
2008-12-29,"2,3948"
2008-12-26,"2,3605"
2008-12-23,"2,3743"
2008-12-22,"2,3732"
2008-12-19,"2,3851"
2008-12-18,"2,3564"
2008-12-17,"2,3568"
2008-12-16,"2,3775"
2008-12-15,"2,3682"
2008-12-12,"2,3912"
2008-12-11,"2,3389"
2008-12-10,"2,4675"
2008-12-09,"2,4821"
2008-12-08,"2,4681"
2008-12-05,"2,4996"
2008-12-04,"2,4897"
2008-12-03,"2,4205"
2008-12-02,"2,3449"
2008-12-01,"2,3557"
2008-11-28,"2,3323"
2008-11-27,"2,2649"
2008-11-26,"2,3213"
2008-11-25,"2,3048"
2008-11-24,"2,3492"
2008-11-21,"2,4269"
2008-11-20,"2,3954"
2008-11-19,"2,3758"
2008-11-18,"2,2988"
2008-11-17,"2,2932"
2008-11-14,"2,2792"
2008-11-13,"2,3306"
2008-11-12,"2,2624"
2008-11-11,"2,2002"
2008-11-10,"2,1327"
2008-11-07,"2,1605"
2008-11-06,"2,1585"
2008-11-05,"2,1202"
2008-11-04,"2,1219"
2008-11-03,"2,1810"
2008-10-31,"2,1145"
2008-10-30,"2,1143"
2008-10-29,"2,1312"
2008-10-28,"2,1692"
2008-10-27,"2,2516"
2008-10-24,"2,3104"
2008-10-23,"2,3139"
2008-10-22,"2,3642"
2008-10-21,"2,1933"
2008-10-20,"2,1166"
2008-10-17,"2,1012"
2008-10-16,"2,1846"
2008-10-15,"2,1543"
2008-10-14,"2,0781"
2008-10-13,"2,1554"
2008-10-10,"2,2872"
2008-10-09,"2,1810"
2008-10-08,"2,3916"
2008-10-07,"2,1875"
2008-10-06,"2,1761"
2008-10-03,"2,0532"
2008-10-02,"2,0073"
2008-10-01,"1,9205"
2008-09-30,"1,9135"
2008-09-29,"1,9551"
2008-09-26,"1,8547"
2008-09-25,"1,8269"
2008-09-24,"1,8437"
2008-09-23,"1,8234"
2008-09-22,"1,7981"
2008-09-19,"1,8390"
2008-09-18,"1,9151"
2008-09-17,"1,8652"
2008-09-16,"1,8402"
2008-09-15,"1,8117"
2008-09-12,"1,7904"
2008-09-11,"1,8247"
2008-09-10,"1,7850"
2008-09-09,"1,7536"
2008-09-08,"1,7274"
2008-09-05,"1,7297"
2008-09-04,"1,7002"
2008-09-03,"1,6720"
2008-09-02,"1,6594"
2008-09-01,"1,6439"
2008-08-29,"1,6336"
2008-08-28,"1,6254"
2008-08-27,"1,6205"
2008-08-26,"1,6367"
2008-08-25,"1,6267"
2008-08-22,"1,6209"
2008-08-21,"1,6135"
2008-08-20,"1,6199"
2008-08-19,"1,6335"
2008-08-18,"1,6341"
2008-08-15,"1,6381"
2008-08-14,"1,6196"
2008-08-13,"1,6203"
2008-08-12,"1,6153"
2008-08-11,"1,6140"
2008-08-08,"1,6128"
2008-08-07,"1,5835"
2008-08-06,"1,5774"
2008-08-05,"1,5724"
2008-08-04,"1,5651"
2008-08-01,"1,5585"
2008-07-31,"1,5658"
2008-07-30,"1,5633"
2008-07-29,"1,5722"
2008-07-28,"1,5746"
2008-07-25,"1,5737"
2008-07-24,"1,5773"
2008-07-23,"1,5826"
2008-07-22,"1,5803"
2008-07-21,"1,5810"
2008-07-18,"1,5930"
2008-07-17,"1,5905"
2008-07-16,"1,5952"
2008-07-15,"1,5902"
2008-07-14,"1,5934"
2008-07-11,"1,6024"
2008-07-10,"1,6139"
2008-07-09,"1,6084"
2008-07-08,"1,6019"
2008-07-07,"1,6033"
2008-07-04,"1,6092"
2008-07-03,"1,6081"
2008-07-02,"1,5985"
2008-07-01,"1,6053"
2008-06-30,"1,5911"
2008-06-27,"1,6069"
2008-06-26,"1,5943"
2008-06-25,"1,5993"
2008-06-24,"1,6038"
2008-06-23,"1,6109"
2008-06-20,"1,6034"
2008-06-19,"1,6043"
2008-06-18,"1,6105"
2008-06-17,"1,6119"
2008-06-16,"1,6269"
2008-06-13,"1,6360"
2008-06-12,"1,6392"
2008-06-11,"1,6420"
2008-06-10,"1,6384"
2008-06-09,"1,6257"
2008-06-06,"1,6274"
2008-06-05,"1,6254"
2008-06-04,"1,6299"
2008-06-03,"1,6270"
2008-06-02,"1,6290"
2008-05-30,"1,6286"
2008-05-29,"1,6488"
2008-05-28,"1,6622"
2008-05-27,"1,6673"
2008-05-26,"1,6602"
2008-05-23,"1,6539"
2008-05-21,"1,6484"
2008-05-20,"1,6562"
2008-05-19,"1,6452"
2008-05-16,"1,6426"
2008-05-15,"1,6593"
2008-05-14,"1,6633"
2008-05-13,"1,6575"
2008-05-12,"1,6735"
2008-05-09,"1,6941"
2008-05-08,"1,6928"
2008-05-07,"1,6733"
2008-05-06,"1,6607"
2008-05-05,"1,6570"
2008-05-02,"1,6498"
2008-04-30,"1,6864"
2008-04-29,"1,7050"
2008-04-28,"1,6756"
2008-04-25,"1,6680"
2008-04-24,"1,6679"
2008-04-23,"1,6574"
2008-04-22,"1,6567"
2008-04-18,"1,6685"
2008-04-17,"1,6580"
2008-04-16,"1,6691"
2008-04-15,"1,6814"
